task_id,profile_key,run_timestamp,success,reward,tests_passed,tests_failed,tests_total,tests_passed_ratio,total_input_tokens,total_output_tokens,total_tokens,total_cost_usd,cost_per_success,token_efficiency,total_steps,agent_steps,tool_calls_count,unique_tools,tools_per_step,steps_per_minute,elapsed_sec,tool_distribution,tool_success_rate,tool_error_count,mcp_tools_used,mcp_tool_calls,native_tool_calls,loop_count,backtrack_count,exploration_breadth,files_read,files_edited,grep_before_edit,failure_indicators,codecanvas_evidence_count,codecanvas_claims_count,codecanvas_decisions_count,codecanvas_impact_analyses,codecanvas_blast_radius_edit_rate,codecanvas_anticipated_failure_rate,codecanvas_deliberation_depth,codecanvas_reasoning_density,codecanvas_systematic_progress,codecanvas_informed_editing_score
sanitize-git-repo,codecanvas,2025-12-23__03-00-09__codecanvas,False,0.0,1,2,3,0.3333333333333333,1190514,3764,1194278,0,,0.0,47,44,32,5,0.7272727272727273,18.29766802060759,154.118,"{""TodoWrite"": 7, ""Grep"": 15, ""Read"": 2, ""mcp__codecanvas__canvas"": 4, ""Edit"": 4}",1.0,0,"[""mcp__codecanvas__canvas""]",4,28,0,2,2,"[""/app/dclm/ray_processing/process.py"", ""/app/dclm/ray_processing/ray_cluster.yaml""]","[""/app/dclm/ray_processing/process.py"", ""/app/dclm/ray_processing/ray_cluster.yaml""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",2,1,2,1,0.0,0.0,2,0.5,0.0,0.19999999999999998
sanitize-git-repo,codegraph,2025-12-23__03-00-09__codegraph,False,0.0,2,1,3,0.6666666666666666,2794643,3556,2798199,0,,0.0,70,67,52,9,0.7761194029850746,19.15237078989849,219.294,"{""mcp__codegraph__init_repository"": 1, ""mcp__codegraph__get_dependencies"": 1, ""mcp__codegraph__search_code"": 1, ""Grep"": 15, ""Glob"": 5, ""TodoWrite"": 11, ""Read"": 8, ""Edit"": 9, ""Bash"": 1}",0.9807692307692307,1,"[""mcp__codegraph__init_repository"", ""mcp__codegraph__search_code"", ""mcp__codegraph__get_dependencies""]",3,49,0,2,7,"[""/app/dclm/tools/commoncrawl/ray_config/cluster-west.yaml"", ""/app/dclm/README.md"", ""/app/dclm/rust_processing/tokshuf-rs/README.md"", ""/app/dclm/ray_processing/ray_cluster.yaml"", ""/app/dclm/ray_processing/process.py"", ""/app/dclm/baselines/README.md"", ""/app/dclm/exp_data/datasets/tokenized/rw_v2_fasttext_openhermes_vs_rw_v2_bigram_0.1_arcade100k.json""]","[""/app/dclm/tools/commoncrawl/ray_config/cluster-west.yaml"", ""/app/dclm/README.md"", ""/app/dclm/rust_processing/tokshuf-rs/README.md"", ""/app/dclm/ray_processing/ray_cluster.yaml"", ""/app/dclm/ray_processing/process.py"", ""/app/dclm/baselines/README.md"", ""/app/dclm/exp_data/datasets/tokenized/rw_v2_fasttext_openhermes_vs_rw_v2_bigram_0.1_arcade100k.json""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
sanitize-git-repo,text,2025-12-23__03-00-09__text,False,0.0,1,2,3,0.3333333333333333,1132470,1099,1133569,0,,0.0,46,43,31,5,0.7209302325581395,26.021533761997247,106.066,"{""TodoWrite"": 5, ""Grep"": 12, ""Read"": 2, ""Edit"": 4, ""Bash"": 8}",1.0,0,,0,31,0,2,2,"[""/app/dclm/ray_processing/process.py"", ""/app/dclm/ray_processing/ray_cluster.yaml""]","[""/app/dclm/ray_processing/process.py"", ""/app/dclm/ray_processing/ray_cluster.yaml""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
build-cython-ext,codecanvas,2025-12-23__03-14-07__codecanvas,False,0.0,10,1,11,0.9090909090909091,5955383,2838,5958221,0,,0.0,116,113,80,7,0.7079646017699115,12.127273646005579,573.913,"{""Bash"": 21, ""Read"": 14, ""Glob"": 2, ""mcp__codecanvas__canvas"": 17, ""TodoWrite"": 5, ""Edit"": 16, ""Grep"": 5}",0.9875,1,"[""mcp__codecanvas__canvas""]",17,63,0,7,11,"[""/app/pyknotid/setup.py"", ""/app/pyknotid/pyknotid/invariants.py"", ""/app/pyknotid/pyknotid/spacecurves/knot.py"", ""/app/pyknotid/pyknotid/spacecurves/spacecurve.py"", ""/app/pyknotid/pyknotid/make/periodic_knot.py"", ""/app/pyknotid/pyknotid/spacecurves/openknot.py"", ""/app/pyknotid/pyknotid"", ""/app/pyknotid/pyknotid/representations/representation.py"", ""/app/pyknotid/pyknotid/make/torus.py"", ""/app/pyknotid"", ""/app/pyknotid/pyknotid/representations/dtnotation.py""]","[""/app/pyknotid/pyknotid/invariants.py"", ""/app/pyknotid/pyknotid/spacecurves/knot.py"", ""/app/pyknotid/pyknotid/spacecurves/spacecurve.py"", ""/app/pyknotid/pyknotid/make/periodic_knot.py"", ""/app/pyknotid/pyknotid/spacecurves/openknot.py"", ""/app/pyknotid/pyknotid/representations/representation.py"", ""/app/pyknotid/pyknotid/make/torus.py"", ""/app/pyknotid/pyknotid/representations/dtnotation.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",11,5,11,10,0.25,0.0,5,0.45454545454545453,0.0,0.4
build-cython-ext,codegraph,2025-12-23__03-14-07__codegraph,False,0.0,10,1,11,0.9090909090909091,3202252,4364,3206616,0,,0.0,93,90,57,6,0.6333333333333333,13.067548452970877,427.012,"{""TodoWrite"": 9, ""Bash"": 20, ""Glob"": 3, ""Read"": 9, ""Edit"": 9, ""Grep"": 7}",0.9824561403508771,1,,0,57,0,4,7,"[""/app/pyknotid/pyknotid/invariants.py"", ""/app/pyknotid/setup.py"", ""/app/pyknotid/pyknotid/spacecurves/spacecurve.py"", ""/app/pyknotid/pyknotid/make/periodic_knot.py"", ""/app/pyknotid/pyknotid/representations/representation.py"", ""/app/pyknotid/pyknotid/make/torus.py"", ""/app/pyknotid""]","[""/app/pyknotid/pyknotid/invariants.py"", ""/app/pyknotid/pyknotid/spacecurves/spacecurve.py"", ""/app/pyknotid/pyknotid/make/periodic_knot.py"", ""/app/pyknotid/pyknotid/representations/representation.py"", ""/app/pyknotid/pyknotid/make/torus.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
build-cython-ext,text,2025-12-23__03-14-07__text,True,1.0,11,0,11,1.0,3082668,4601,3087269,0,0,0.32391087397955926,87,84,57,5,0.6785714285714286,11.935602622174155,437.347,"{""Bash"": 30, ""Read"": 12, ""Glob"": 1, ""TodoWrite"": 7, ""Edit"": 7}",0.9473684210526316,3,,0,57,1,2,12,"[""/app/pyknotid/setup.py"", ""/app/pyknotid/pyknotid/invariants.py"", ""/app/pyknotid/README.md"", ""/app/pyknotid/pyknotid/spacecurves/spacecurve.py"", ""/app/pyknotid/pyknotid/cinvariants.pyx"", ""/app/pyknotid/pyknotid/representations/representation.py"", ""/app/pyknotid/pyknotid/spacecurves/chelpers.pyx"", ""/app/pyknotid/pyknotid/spacecurves/ccomplexity.pyx"", ""/app/pyknotid/pyknotid/make/torus.py"", ""/app/pyknotid/pyknotid/representations/dtnotation.py"", ""/app/pyknotid"", ""/app/pyknotid/README.rst""]","[""/app/pyknotid/pyknotid/invariants.py"", ""/app/pyknotid/pyknotid/spacecurves/spacecurve.py"", ""/app/pyknotid/pyknotid/representations/representation.py"", ""/app/pyknotid/pyknotid/spacecurves/ccomplexity.pyx"", ""/app/pyknotid/pyknotid/make/torus.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
custom-memory-heap-crash,codecanvas,2025-12-23__03-26-15__codecanvas,True,1.0,6,0,6,1.0,6864525,16766,6881291,0,0,0.14532156829292642,138,135,81,3,0.6,10.78060428672241,768.046,"{""Read"": 7, ""Bash"": 51, ""Edit"": 23}",0.9012345679012346,8,,0,81,0,22,4,"[""/build/gcc-13.2.0/libstdc++-v3/src/c++98/locale_init.cc"", ""/app/main.cpp"", ""/app/user.h"", ""/app/user.cpp""]","[""/app/user.cpp""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
custom-memory-heap-crash,codegraph,2025-12-23__03-26-15__codegraph,True,1.0,6,0,6,1.0,2018833,6465,2025298,0,0,0.49375449933787524,70,67,41,7,0.6119402985074627,11.000264530170844,381.809,"{""mcp__codegraph__init_repository"": 1, ""Glob"": 3, ""Read"": 10, ""TodoWrite"": 5, ""Bash"": 14, ""Edit"": 6, ""Grep"": 2}",0.8780487804878049,5,"[""mcp__codegraph__init_repository""]",1,40,0,5,8,"[""/build"", ""/app"", ""/build/gcc-13.2.0/libstdc++-v3/src/c++98/locale_init.cc"", ""/build/gcc-13.2.0/libstdc++-v3/include"", ""/build/gcc-13.2.0/libstdc++-v3/include/bits/locale_classes.tcc"", ""/app/main.cpp"", ""/app/user.h"", ""/app/user.cpp""]","[""/app/user.cpp""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
custom-memory-heap-crash,text,2025-12-23__03-26-15__text,True,1.0,6,0,6,1.0,1106751,951,1107702,0,0,0.9027698785413405,41,38,22,3,0.5789473684210527,15.355805243445694,160.2,"{""Read"": 5, ""Bash"": 16, ""Edit"": 1}",0.7727272727272727,5,,0,22,0,0,4,"[""/build/gcc-13.2.0/libstdc++-v3/src/c++98/locale_init.cc"", ""/app/main.cpp"", ""/app/user.h"", ""/app/user.cpp""]","[""/app/user.cpp""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
db-wal-recovery,codecanvas,2025-12-23__03-41-13__codecanvas,False,0.0,5,2,7,0.7142857142857143,3745625,3783,3749408,0,,0.0,118,115,76,2,0.6608695652173913,15.181925788688178,466.344,"{""Bash"": 72, ""TodoWrite"": 4}",0.9605263157894737,3,,0,76,0,0,0,,,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
